MECHANISM,SPECIATE_ID,SPECIES,MOLES
CRACMMv0.3,551,HC10,1
CRACMMv0.3,552,HC10,1
CRACMMv0.3,553,OLT,1
CRACMMv0.3,554,ROCP2ALK,1
CRACMMv0.3,555,ROCP2ALK,1
CRACMMv0.3,556,NAPH,1
CRACMMv0.3,557,ROCP5ARO,1
CRACMMv0.3,558,ROCIOXY,1
CRACMMv0.3,559,ROCP6ARO,1
CRACMMv0.3,560,ROCP1ALK,1
CRACMMv0.3,561,HC3,1
CRACMMv0.3,562,ROCIOXY,1
CRACMMv0.3,563,OLI,1
CRACMMv0.3,564,OLT,1
CRACMMv0.3,566,NAPH,1
CRACMMv0.3,567,ROCP1ALK,1
CRACMMv0.3,568,HC3,1
CRACMMv0.3,569,OLT,1
CRACMMv0.3,570,ROH,1
CRACMMv0.3,571,ROCIOXY,1
CRACMMv0.3,572,HC3,1
CRACMMv0.3,573,FURAN,1
CRACMMv0.3,574,ROCP3ALK,1
CRACMMv0.3,575,ROCP1ALK,1
CRACMMv0.3,576,ROCIOXY,1
CRACMMv0.3,577,HC10,1
CRACMMv0.3,578,UNKKOH,1
CRACMMv0.3,579,NAPH,1
CRACMMv0.3,580,XYM,1
CRACMMv0.3,581,ROCN2ALK,1
CRACMMv0.3,582,ROCP5ARO,1
CRACMMv0.3,583,HC10,1
CRACMMv0.3,584,OLI,1
CRACMMv0.3,585,ROCIOXY,1
CRACMMv0.3,586,UNKKOH,1
CRACMMv0.3,587,ROCIOXY,1
CRACMMv0.3,588,API,1
CRACMMv0.3,589,HC10,1
CRACMMv0.3,590,ROH,1
CRACMMv0.3,591,ROCP0ALK,1
CRACMMv0.3,592,HC3,1
CRACMMv0.3,593,HC5,1
CRACMMv0.3,594,OLT,1
CRACMMv0.3,595,ROH,1
CRACMMv0.3,596,XYE,1
CRACMMv0.3,597,HC10,1
CRACMMv0.3,598,HC10,1
CRACMMv0.3,599,ROCP6ALK,1
CRACMMv0.3,600,HC10,1
CRACMMv0.3,601,HC5,1
CRACMMv0.3,602,ROCP6ARO,1
CRACMMv0.3,603,HC10,1
CRACMMv0.3,604,HC10,1
CRACMMv0.3,605,HC5,1
CRACMMv0.3,606,XYE,1
CRACMMv0.3,607,ROH,1
CRACMMv0.3,608,XYE,1
CRACMMv0.3,609,ROCP6ALK,1
CRACMMv0.3,610,HC10,1
CRACMMv0.3,611,NAPH,1
CRACMMv0.3,612,UNKKOH,1
CRACMMv0.3,613,UNKKOH,1
CRACMMv0.3,614,SLOWROC,1
CRACMMv0.3,616,FURAN,1
CRACMMv0.3,617,ROCP2ALK,1
CRACMMv0.3,618,CSL,1
CRACMMv0.3,619,XYE,1
CRACMMv0.3,620,XYE,1
CRACMMv0.3,621,HC10,1
CRACMMv0.3,622,HC10,1
CRACMMv0.3,623,ROCIOXY,1
CRACMMv0.3,624,LIM,1
CRACMMv0.3,625,LIM,1
CRACMMv0.3,626,ROCN2ALK,1
CRACMMv0.3,627,ROCN1ALK,1
CRACMMv0.3,628,HC10,1
CRACMMv0.3,629,HC10,1
CRACMMv0.3,630,ROCP6ALK,1
CRACMMv0.3,631,ROCP6ALK,1
CRACMMv0.3,632,ROCP5ALK,1
CRACMMv0.3,633,HC10,1
CRACMMv0.3,634,HC10,1
CRACMMv0.3,635,HC10,1
CRACMMv0.3,636,SLOWROC,1
CRACMMv0.3,637,ROH,1
CRACMMv0.3,638,HC10,1
CRACMMv0.3,639,ACT,1
CRACMMv0.3,640,HC10,1
CRACMMv0.3,641,HC10,1
CRACMMv0.3,642,ACT,1
CRACMMv0.3,643,ROCIOXY,1
CRACMMv0.3,644,ROCIOXY,1
CRACMMv0.3,645,ROCP1ALK,1
CRACMMv0.3,646,CSL,1
CRACMMv0.3,647,SLOWROC,1
CRACMMv0.3,648,XYE,1
CRACMMv0.3,649,UNKKOH,1
CRACMMv0.3,650,ROCP0ALK,1
CRACMMv0.3,651,ROCP0ALK,1
CRACMMv0.3,652,SLOWROC,1
CRACMMv0.3,653,ROCIOXY,1
CRACMMv0.3,654,ROCP5ARO,1
CRACMMv0.3,655,ROCP5ARO,1
CRACMMv0.3,656,ROCIOXY,1
CRACMMv0.3,657,ROCP6ALK,1
CRACMMv0.3,658,HC10,1
CRACMMv0.3,659,OLI,1
CRACMMv0.3,660,HC3,1
CRACMMv0.3,661,SLOWROC,1
CRACMMv0.3,662,SLOWROC,1
CRACMMv0.3,663,PHEN,1
CRACMMv0.3,664,CSL,1
CRACMMv0.3,665,UNKKOH,1
CRACMMv0.3,666,UNKKOH,1
CRACMMv0.3,667,API,1
CRACMMv0.3,668,ROCP2ALK,1
CRACMMv0.3,669,UNKKOH,1
CRACMMv0.3,671,HC3,1
CRACMMv0.3,672,FURAN,1
CRACMMv0.3,673,ALD,1
CRACMMv0.3,674,HC3,1
CRACMMv0.3,675,OLI,1
CRACMMv0.3,676,HC10,1
CRACMMv0.3,677,HC10,1
CRACMMv0.3,678,OLT,1
CRACMMv0.3,679,ROCIOXY,1
CRACMMv0.3,680,PROG,1
CRACMMv0.3,681,ROH,1
CRACMMv0.3,682,ROH,1
CRACMMv0.3,683,ROH,1
CRACMMv0.3,684,HC10,1
CRACMMv0.3,685,ROH,1
CRACMMv0.3,686,ROH,1
CRACMMv0.3,687,HC3,1
CRACMMv0.3,688,ROCP1ALK,1
CRACMMv0.3,689,UNKKOH,1
CRACMMv0.3,690,XYM,1
CRACMMv0.3,691,ROCIOXY,1
CRACMMv0.3,692,ROH,1
CRACMMv0.3,693,UNKKOH,1
CRACMMv0.3,694,UNKKOH,1
CRACMMv0.3,695,UNKKOH,1
CRACMMv0.3,696,UNKKOH,1
CRACMMv0.3,697,UNKKOH,1
CRACMMv0.3,698,XYM,1
CRACMMv0.3,699,UNKKOH,1
CRACMMv0.3,700,UNKKOH,1
CRACMMv0.3,701,HC5,1
CRACMMv0.3,702,HC3,1
CRACMMv0.3,703,XYE,1
CRACMMv0.3,704,HC10,1
CRACMMv0.3,705,LIM,1
CRACMMv0.3,706,ROH,1
CRACMMv0.3,707,HC10,1
CRACMMv0.3,708,ROH,1
CRACMMv0.3,709,HC10,1
CRACMMv0.3,710,KET,1
CRACMMv0.3,711,ROCP6ALK,1
CRACMMv0.3,712,UNKKOH,1
CRACMMv0.3,713,ROCP2ALK,1
CRACMMv0.3,714,UNKKOH,1
CRACMMv0.3,715,UNKKOH,1
CRACMMv0.3,716,BALD,1
CRACMMv0.3,717,TOL,1
CRACMMv0.3,718,ROCP5ARO,1
CRACMMv0.3,719,HC10,1
CRACMMv0.3,720,HC10,1
CRACMMv0.3,721,HC10,1
CRACMMv0.3,722,HC10,1
CRACMMv0.3,723,OLI,1
CRACMMv0.3,724,HC10,1
CRACMMv0.3,725,HC10,1
CRACMMv0.3,726,HC10,1
CRACMMv0.3,727,HC10,1
CRACMMv0.3,728,FURAN,1
CRACMMv0.3,729,HC10,1
CRACMMv0.3,730,HC10,1
CRACMMv0.3,732,HC10,1
CRACMMv0.3,733,HC10,1
CRACMMv0.3,734,HC10,1
CRACMMv0.3,736,HC10,1
CRACMMv0.3,737,OLI,1
CRACMMv0.3,738,HC10,1
CRACMMv0.3,739,OLI,1
CRACMMv0.3,740,OLI,1
CRACMMv0.3,741,OLI,1
CRACMMv0.3,742,OLI,1
CRACMMv0.3,743,OLI,1
CRACMMv0.3,744,OLI,1
CRACMMv0.3,745,OLI,1
CRACMMv0.3,746,OLI,1
CRACMMv0.3,747,OLI,1
CRACMMv0.3,748,SLOWROC,1
CRACMMv0.3,749,SLOWROC,1
CRACMMv0.3,750,ROCP1ALK,1
CRACMMv0.3,751,HC10,1
CRACMMv0.3,752,ROCP4ALK,1
CRACMMv0.3,753,ROCP5ARO,1
CRACMMv0.3,754,ROCP2ALK,1
CRACMMv0.3,755,XYM,1
CRACMMv0.3,756,HC10,1
CRACMMv0.3,757,ROCIOXY,1
CRACMMv0.3,758,KET,1
CRACMMv0.3,759,OLT,1
CRACMMv0.3,760,HC10,1
CRACMMv0.3,761,API,1
CRACMMv0.3,763,ROCIOXY,1
CRACMMv0.3,765,UNKKOH,1
CRACMMv0.3,766,ROCP2ALK,1
CRACMMv0.3,767,UNKKOH,1
CRACMMv0.3,768,OLT,1
CRACMMv0.3,769,OLT,1
CRACMMv0.3,770,OLT,1
CRACMMv0.3,771,OLT,1
CRACMMv0.3,772,HC10,1
CRACMMv0.3,773,ROCIOXY,1
CRACMMv0.3,774,HC10,1
CRACMMv0.3,775,XYE,1
CRACMMv0.3,776,CSL,1
CRACMMv0.3,777,UNKKOH,1
CRACMMv0.3,778,UNKKOH,1
CRACMMv0.3,779,UNKKOH,1
CRACMMv0.3,784,UNKKOH,1
CRACMMv0.3,785,UNKKOH,1
CRACMMv0.3,788,SLOWROC,1
CRACMMv0.3,789,UNKCRACMM,1
CRACMMv0.3,790,UNKCRACMM,1
CRACMMv0.3,791,UNKCRACMM,1
CRACMMv0.3,792,UNKCRACMM,1
CRACMMv0.3,794,UNKCRACMM,1
CRACMMv0.3,795,UNKKOH,1
CRACMMv0.3,796,UNKCRACMM,1
CRACMMv0.3,797,UNKCRACMM,1
CRACMMv0.3,810,UNKKOH,1
CRACMMv0.3,830,UNKKOH,1
CRACMMv0.3,831,UNKKOH,1
CRACMMv0.3,839,GLY,1
CRACMMv0.3,840,ALD,1
CRACMMv0.3,843,UNKKOH,1
CRACMMv0.3,845,ALD,1
CRACMMv0.3,846,NAPH,1
CRACMMv0.3,847,NAPH,1
CRACMMv0.3,848,ROCP1ALK,1
CRACMMv0.3,849,ROCP0ALK,1
CRACMMv0.3,850,ROCP2ALK,1
CRACMMv0.3,851,ROCP5ARO,1
CRACMMv0.3,852,NAPH,1
CRACMMv0.3,853,ROCN2ALK,1
CRACMMv0.3,854,NAPH,1
CRACMMv0.3,855,NAPH,1
CRACMMv0.3,856,NAPH,1
CRACMMv0.3,857,NAPH,1
CRACMMv0.3,858,NAPH,1
CRACMMv0.3,859,NAPH,1
CRACMMv0.3,860,NAPH,1
CRACMMv0.3,861,ROCN1ALK,1
CRACMMv0.3,862,ROCN1ALK,1
CRACMMv0.3,864,NAPH,1
CRACMMv0.3,865,NAPH,1
CRACMMv0.3,866,NAPH,1
CRACMMv0.3,867,NAPH,1
CRACMMv0.3,868,NAPH,1
CRACMMv0.3,869,ROCN2ALK,1
CRACMMv0.3,870,NAPH,1
CRACMMv0.3,871,NAPH,1
CRACMMv0.3,872,NAPH,1
CRACMMv0.3,873,FURAN,1
CRACMMv0.3,875,NAPH,1
CRACMMv0.3,876,NAPH,1
CRACMMv0.3,877,NAPH,1
CRACMMv0.3,878,NAPH,1
CRACMMv0.3,879,NAPH,1
CRACMMv0.3,880,NAPH,1
CRACMMv0.3,881,ROCP5ARO,1
CRACMMv0.3,882,NAPH,1
CRACMMv0.3,883,NAPH,1
CRACMMv0.3,884,NAPH,1
CRACMMv0.3,885,NAPH,1
CRACMMv0.3,886,NAPH,1
CRACMMv0.3,887,NAPH,1
CRACMMv0.3,888,NAPH,1
CRACMMv0.3,889,NAPH,1
CRACMMv0.3,890,NAPH,1
CRACMMv0.3,891,NAPH,1
CRACMMv0.3,892,NAPH,1
CRACMMv0.3,893,NAPH,1
CRACMMv0.3,894,NAPH,1
CRACMMv0.3,895,NAPH,1
CRACMMv0.3,896,NAPH,1
CRACMMv0.3,897,NAPH,1
CRACMMv0.3,898,NAPH,1
CRACMMv0.3,899,NAPH,1
CRACMMv0.3,901,NAPH,1
CRACMMv0.3,902,NAPH,1
CRACMMv0.3,903,ROCP2ALK,1
CRACMMv0.3,904,NAPH,1
CRACMMv0.3,905,NAPH,1
CRACMMv0.3,906,NAPH,1
CRACMMv0.3,907,NAPH,1
CRACMMv0.3,908,NAPH,1
CRACMMv0.3,909,ROCP2ALK,1
CRACMMv0.3,910,ROCP0ALK,1
CRACMMv0.3,911,ROCN2ALK,1
CRACMMv0.3,912,ROCP0ALK,1
CRACMMv0.3,913,ROCN2ALK,1
CRACMMv0.3,914,ROCP0ALK,1
CRACMMv0.3,915,ROCN2ALK,1
CRACMMv0.3,916,ROCP5ARO,1
CRACMMv0.3,917,ROCP0ALK,1
CRACMMv0.3,918,ROCP0ALK,1
CRACMMv0.3,919,ROCP1ALK,1
CRACMMv0.3,920,ROCP2ALK,1
CRACMMv0.3,921,ROCP1ALK,1
CRACMMv0.3,922,ROCP0ALK,1
CRACMMv0.3,923,ROCP1ALK,1
CRACMMv0.3,924,ROCP1ALK,1
CRACMMv0.3,925,ROCP1ALK,1
CRACMMv0.3,926,ROCN2ALK,1
CRACMMv0.3,927,ROCN1ALK,1
CRACMMv0.3,928,ROCN1ALK,1
CRACMMv0.3,929,ROCP0ALK,1
CRACMMv0.3,930,ROCP1ALK,1
CRACMMv0.3,931,ROCP1ALK,1
CRACMMv0.3,932,NAPH,1
CRACMMv0.3,933,ROCN1ALK,1
CRACMMv0.3,934,ROCP2ALK,1
CRACMMv0.3,935,CSL,1
CRACMMv0.3,936,ROCN1ALK,1
CRACMMv0.3,937,ROCP5ARO,1
CRACMMv0.3,938,ROCIOXY,1
CRACMMv0.3,939,ROCP0ALK,1
CRACMMv0.3,940,ROCIOXY,1
CRACMMv0.3,941,ROCIOXY,1
CRACMMv0.3,942,ROCP0ALK,1
CRACMMv0.3,943,ROCP0ALK,1
CRACMMv0.3,944,ROCN2ALK,1
CRACMMv0.3,945,ROCP1ALK,1
CRACMMv0.3,946,ROCP1ALK,1
CRACMMv0.3,947,CSL,1
CRACMMv0.3,948,ROCP0ALK,1
CRACMMv0.3,949,ROCP0ALK,1
CRACMMv0.3,950,ROCIOXY,1
CRACMMv0.3,951,ROCP0ALK,1
CRACMMv0.3,952,CSL,1
CRACMMv0.3,953,ROCP1ALK,1
CRACMMv0.3,954,ROCP2ALK,1
CRACMMv0.3,955,ROCP0ALK,1
CRACMMv0.3,956,CSL,1
CRACMMv0.3,957,ROCP2ALK,1
CRACMMv0.3,958,ROCP1ALK,1
CRACMMv0.3,959,ROCP0ALK,1
CRACMMv0.3,960,ROCP1ALK,1
CRACMMv0.3,961,ROCP1ALK,1
CRACMMv0.3,962,ROCP1ALK,1
CRACMMv0.3,963,ROCP1ALK,1
CRACMMv0.3,964,ROCP5ARO,1
CRACMMv0.3,965,ROCP0ALK,1
CRACMMv0.3,966,ROCP1ALK,1
CRACMMv0.3,967,ROCP0ALK,1
CRACMMv0.3,968,ROCP2ALK,1
CRACMMv0.3,969,ROCP2ALK,1
CRACMMv0.3,970,ROCP2ALK,1
CRACMMv0.3,971,ROCP0ALK,1
CRACMMv0.3,972,ROCP0ALK,1
CRACMMv0.3,973,ROCP0ALK,1
CRACMMv0.3,976,ROCP6ARO,1
CRACMMv0.3,977,API,1
CRACMMv0.3,979,SESQ,1
CRACMMv0.3,981,XYE,1
CRACMMv0.3,986,ROCN2ALK,1
CRACMMv0.3,988,ROCP0ALK,1
CRACMMv0.3,989,ROCP0ALK,1
CRACMMv0.3,990,ROCP0ALK,1
CRACMMv0.3,992,SLOWROC,1
CRACMMv0.3,993,ROCN2ALK,1
CRACMMv0.3,994,ROCN2ALK,1
CRACMMv0.3,996,OLT,1
CRACMMv0.3,997,ROCIOXY,1
CRACMMv0.3,998,ROCIOXY,1
CRACMMv0.3,999,ROCN2ALK,1
CRACMMv0.3,1000,ROCN2ALK,1
CRACMMv0.3,1001,ROCP6ARO,1
CRACMMv0.3,1002,XYM,1
CRACMMv0.3,1003,ROCP6ARO,1
CRACMMv0.3,1004,ROCN2ALK,1
CRACMMv0.3,1005,ROCN2ALK,1
CRACMMv0.3,1006,ROCN2ALK,1
CRACMMv0.3,1007,ROCP6ARO,1
CRACMMv0.3,1008,ROCN2ALK,1
CRACMMv0.3,1010,ROCP0ALK,1
CRACMMv0.3,1011,ROCP0ALK,1
CRACMMv0.3,1012,FURAN,1
CRACMMv0.3,1013,FURAN,1
CRACMMv0.3,1014,FURAN,1
CRACMMv0.3,1015,ROCP6ARO,1
CRACMMv0.3,1016,ROCIOXY,1
CRACMMv0.3,1017,ROCP0ALK,1
CRACMMv0.3,1018,ALD,1
CRACMMv0.3,1019,ROCP0ALK,1
CRACMMv0.3,1020,HC10,1
CRACMMv0.3,1021,ROCP5ARO,1
CRACMMv0.3,1022,ROCP0ALK,1
CRACMMv0.3,1023,XYM,1
CRACMMv0.3,1024,ROCP0ALK,1
CRACMMv0.3,1025,ROCP0ALK,1
CRACMMv0.3,1026,ROCP0ALK,1
CRACMMv0.3,1027,ROCN1ALK,1
CRACMMv0.3,1028,XYM,1
CRACMMv0.3,1030,LIM,1
CRACMMv0.3,1036,XYM,1
CRACMMv0.3,1042,ROCP2ALK,1
CRACMMv0.3,1043,ROCP3ALK,1
CRACMMv0.3,1044,BALD,1
CRACMMv0.3,1045,ROCP4ALK,1
CRACMMv0.3,1047,ROCP3ALK,1
CRACMMv0.3,1048,ROCP4ALK,1
CRACMMv0.3,1049,ROCP5ALK,1
CRACMMv0.3,1051,ROCP5ALK,1
CRACMMv0.3,1056,ROCP1ALK,1
CRACMMv0.3,1057,ROCIOXY,1
CRACMMv0.3,1065,ALD,1
CRACMMv0.3,1066,ROCP0ALK,1
CRACMMv0.3,1079,ROCP6ARO,1
CRACMMv0.3,1081,XYE,1
CRACMMv0.3,1082,OLT,1
CRACMMv0.3,1083,API,1
CRACMMv0.3,1093,OLT,1
CRACMMv0.3,1098,XYM,1
CRACMMv0.3,1106,NAPH,1
CRACMMv0.3,1109,HC10,1
CRACMMv0.3,1118,FURAN,1
CRACMMv0.3,1120,ROCIOXY,1
CRACMMv0.3,1123,UALD,1
CRACMMv0.3,1125,ROCP6ARO,1
CRACMMv0.3,1127,ROCP5ARO,1
CRACMMv0.3,1133,XYM,1
CRACMMv0.3,1134,XYM,1
CRACMMv0.3,1135,XYM,1
CRACMMv0.3,1136,XYM,1
CRACMMv0.3,1153,OLI,1
CRACMMv0.3,1161,XYE,1
CRACMMv0.3,1165,SLOWROC,1
CRACMMv0.3,1166,SLOWROC,1
CRACMMv0.3,1167,NAPH,1
CRACMMv0.3,1168,NAPH,1
CRACMMv0.3,1169,NAPH,1
CRACMMv0.3,1170,NAPH,1
CRACMMv0.3,1171,NAPH,1
CRACMMv0.3,1172,NAPH,1
CRACMMv0.3,1173,NAPH,1
CRACMMv0.3,1174,NAPH,1
CRACMMv0.3,1183,UNKCRACMM,1
CRACMMv0.3,1190,UNKCRACMM,1
CRACMMv0.3,1194,ROCIOXY,1
CRACMMv0.3,1253,NAPH,1
CRACMMv0.3,1254,NAPH,1
CRACMMv0.3,1255,NAPH,1
CRACMMv0.3,1256,NAPH,1
CRACMMv0.3,1257,NAPH,1
CRACMMv0.3,1265,NAPH,1
CRACMMv0.3,1266,NAPH,1
CRACMMv0.3,1267,NAPH,1
CRACMMv0.3,1268,NAPH,1
CRACMMv0.3,1269,NAPH,1
CRACMMv0.3,1270,NAPH,1
CRACMMv0.3,1275,NAPH,1
CRACMMv0.3,1280,NAPH,1
CRACMMv0.3,1281,NAPH,1
CRACMMv0.3,1288,NAPH,1
CRACMMv0.3,1289,NAPH,1
CRACMMv0.3,1290,NAPH,1
CRACMMv0.3,1293,NAPH,1
CRACMMv0.3,1296,NAPH,1
CRACMMv0.3,1298,NAPH,1
CRACMMv0.3,1301,NAPH,1
CRACMMv0.3,1302,NAPH,1
CRACMMv0.3,1312,NAPH,1
CRACMMv0.3,1313,NAPH,1
CRACMMv0.3,1314,NAPH,1
CRACMMv0.3,1315,NAPH,1
CRACMMv0.3,1316,NAPH,1
CRACMMv0.3,1317,NAPH,1
CRACMMv0.3,1320,NAPH,1
CRACMMv0.3,1321,NAPH,1
CRACMMv0.3,1325,NAPH,1
CRACMMv0.3,1326,NAPH,1
CRACMMv0.3,1328,NAPH,1
CRACMMv0.3,1330,NAPH,1
CRACMMv0.3,1352,NAPH,1
CRACMMv0.3,1357,ROCN1ALK,1
CRACMMv0.3,1387,ROCN2ALK,1
CRACMMv0.3,1390,ROCP0ALK,1
CRACMMv0.3,1391,ROCN2ALK,1
CRACMMv0.3,1392,ROCN2ALK,1
CRACMMv0.3,1393,ROCN2ALK,1
CRACMMv0.3,1396,ROCN2ALK,1
CRACMMv0.3,1397,ROCN2ALK,1
CRACMMv0.3,1398,ROCN2ALK,1
CRACMMv0.3,1402,ROCN2ALK,1
CRACMMv0.3,1407,ROCP0ALK,1
CRACMMv0.3,1408,ROCP0ALK,1
CRACMMv0.3,1409,ROCP0ALK,1
CRACMMv0.3,1410,ROCP0ALK,1
CRACMMv0.3,1411,ROCP0ALK,1
CRACMMv0.3,1413,ROCP0ALK,1
CRACMMv0.3,1415,ROCP0ALK,1
CRACMMv0.3,1416,ROCP0ALK,1
CRACMMv0.3,1418,ROCP0ALK,1
CRACMMv0.3,1423,ROCN1ALK,1
CRACMMv0.3,1437,ROCP2ALK,1
CRACMMv0.3,1438,CSL,1
CRACMMv0.3,1460,CSL,1
CRACMMv0.3,1461,NAPH,1
CRACMMv0.3,1462,BALD,1
CRACMMv0.3,1463,SLOWROC,1
CRACMMv0.3,1464,MGLY,1
CRACMMv0.3,1465,ROCP6ARO,1
CRACMMv0.3,1466,ROCP6ARO,1
CRACMMv0.3,1467,BALD,1
CRACMMv0.3,1468,HC10,1
CRACMMv0.3,1469,HC10,1
CRACMMv0.3,1470,HC10,1
CRACMMv0.3,1471,HC10,1
CRACMMv0.3,1472,HC10,1
CRACMMv0.3,1473,HC10,1
CRACMMv0.3,1474,HC10,1
CRACMMv0.3,1475,HC10,1
CRACMMv0.3,1476,HC10,1
CRACMMv0.3,1477,HC10,1
CRACMMv0.3,1478,HC10,1
CRACMMv0.3,1479,HC10,1
CRACMMv0.3,1480,HC10,1
CRACMMv0.3,1481,HC5,1
CRACMMv0.3,1482,HC10,1
CRACMMv0.3,1484,HC10,1
CRACMMv0.3,1485,HC10,1
CRACMMv0.3,1486,HC10,1
CRACMMv0.3,1487,HC10,1
CRACMMv0.3,1488,HC10,1
CRACMMv0.3,1489,HC10,1
CRACMMv0.3,1490,HC10,1
CRACMMv0.3,1491,HC10,1
CRACMMv0.3,1492,HC10,1
CRACMMv0.3,1493,HC10,1
CRACMMv0.3,1494,HC10,1
CRACMMv0.3,1495,HC10,1
CRACMMv0.3,1496,XYE,1
CRACMMv0.3,1497,HC10,1
CRACMMv0.3,1498,HC10,1
CRACMMv0.3,1499,HC10,1
CRACMMv0.3,1500,HC10,1
CRACMMv0.3,1501,HC10,1
CRACMMv0.3,1502,HC10,1
CRACMMv0.3,1503,HC10,1
CRACMMv0.3,1504,HC10,1
CRACMMv0.3,1505,HC10,1
CRACMMv0.3,1506,HC10,1
CRACMMv0.3,1507,ROCP6ALK,1
CRACMMv0.3,1508,HC10,1
CRACMMv0.3,1509,HC10,1
CRACMMv0.3,1510,HC10,1
CRACMMv0.3,1511,HC10,1
CRACMMv0.3,1512,HC10,1
CRACMMv0.3,1513,ROCP6ALK,1
CRACMMv0.3,1514,ROCP6ALK,1
CRACMMv0.3,1515,ROCP6ALK,1
CRACMMv0.3,1516,ROCP6ALK,1
CRACMMv0.3,1517,ROCP6ALK,1
CRACMMv0.3,1518,HC10,1
CRACMMv0.3,1519,OLT,1
CRACMMv0.3,1520,HC10,1
CRACMMv0.3,1521,HC10,1
CRACMMv0.3,1522,HC10,1
CRACMMv0.3,1523,HC10,1
CRACMMv0.3,1524,ROCP6ALK,1
CRACMMv0.3,1525,HC10,1
CRACMMv0.3,1526,ROCP6ALK,1
CRACMMv0.3,1527,HC10,1
CRACMMv0.3,1528,HC10,1
CRACMMv0.3,1529,HC10,1
CRACMMv0.3,1530,HC10,1
CRACMMv0.3,1531,ROCP6ALK,1
CRACMMv0.3,1532,ROCP6ALK,1
CRACMMv0.3,1533,HC10,1
CRACMMv0.3,1535,HC10,1
CRACMMv0.3,1536,HC10,1
CRACMMv0.3,1537,HC10,1
CRACMMv0.3,1538,HC10,1
CRACMMv0.3,1539,HC5,1
CRACMMv0.3,1540,HC10,1
CRACMMv0.3,1541,HC10,1
CRACMMv0.3,1542,HC10,1
CRACMMv0.3,1543,HC10,1
CRACMMv0.3,1544,HC10,1
CRACMMv0.3,1545,HC10,1
CRACMMv0.3,1546,HC10,1
CRACMMv0.3,1547,XYM,1
CRACMMv0.3,1548,XYM,1
CRACMMv0.3,1549,HC10,1
CRACMMv0.3,1550,HC10,1
CRACMMv0.3,1551,HC10,1
CRACMMv0.3,1552,HC10,1
CRACMMv0.3,1553,HC10,1
CRACMMv0.3,1554,XYM,1
CRACMMv0.3,1555,XYM,1
CRACMMv0.3,1556,XYM,1
CRACMMv0.3,1557,ROCP6ARO,1
CRACMMv0.3,1558,XYM,1
CRACMMv0.3,1560,NAPH,1
CRACMMv0.3,1561,ROCP6ARO,1
CRACMMv0.3,1562,XYE,1
CRACMMv0.3,1563,XYM,1
CRACMMv0.3,1564,XYE,1
CRACMMv0.3,1565,XYE,1
CRACMMv0.3,1566,XYM,1
CRACMMv0.3,1567,XYM,1
CRACMMv0.3,1569,XYM,1
CRACMMv0.3,1572,XYE,1
CRACMMv0.3,1573,XYE,1
CRACMMv0.3,1574,XYE,1
CRACMMv0.3,1575,XYM,1
CRACMMv0.3,1576,XYE,1
CRACMMv0.3,1577,XYM,1
CRACMMv0.3,1578,HC10,1
CRACMMv0.3,1579,HC10,1
CRACMMv0.3,1580,HC10,1
CRACMMv0.3,1581,XYE,1
CRACMMv0.3,1582,ROCP6ARO,1
CRACMMv0.3,1583,HC10,1
CRACMMv0.3,1584,OLT,1
CRACMMv0.3,1585,OLT,1
CRACMMv0.3,1586,HC10,1
CRACMMv0.3,1587,OLT,1
CRACMMv0.3,1588,HC10,1
CRACMMv0.3,1589,HC10,1
CRACMMv0.3,1590,HC10,1
CRACMMv0.3,1591,OLT,1
CRACMMv0.3,1592,HC10,1
CRACMMv0.3,1593,HC10,1
CRACMMv0.3,1594,HC10,1
CRACMMv0.3,1595,ROCP3ALK,1
CRACMMv0.3,1596,ROCP1ALK,1
CRACMMv0.3,1597,ROCP2ALK,1
CRACMMv0.3,1598,ROCP2ALK,1
CRACMMv0.3,1599,ROCP1ALK,1
CRACMMv0.3,1600,ROCP1ALK,1
CRACMMv0.3,1601,ROCP1ALK,1
CRACMMv0.3,1602,ROCN1ALK,1
CRACMMv0.3,1603,ROCN2ALK,1
CRACMMv0.3,1604,ROCN2ALK,1
CRACMMv0.3,1605,ROCN2ALK,1
CRACMMv0.3,1606,ROCN2ALK,1
CRACMMv0.3,1607,ROCN2ALK,1
CRACMMv0.3,1608,ROCN2ALK,1
CRACMMv0.3,1609,NAPH,1
CRACMMv0.3,1610,NAPH,1
CRACMMv0.3,1611,ROCP0ALK,1
CRACMMv0.3,1612,CSL,1
CRACMMv0.3,1613,CSL,1
CRACMMv0.3,1614,ROCP2ALK,1
CRACMMv0.3,1615,ROCP2ALK,1
CRACMMv0.3,1616,ROCP2ALK,1
CRACMMv0.3,1617,ROCIOXY,1
CRACMMv0.3,1618,ROCIOXY,1
CRACMMv0.3,1619,ROCIOXY,1
CRACMMv0.3,1620,ROCP0ALK,1
CRACMMv0.3,1621,ROCP0ALK,1
CRACMMv0.3,1622,ROCP0ALK,1
CRACMMv0.3,1623,ROCP0ALK,1
CRACMMv0.3,1624,ROCP0ALK,1
CRACMMv0.3,1625,ROCP1ALK,1
CRACMMv0.3,1626,ROCP1ALK,1
CRACMMv0.3,1628,ROCN1ALK,1
CRACMMv0.3,1629,ROCN1ALK,1
CRACMMv0.3,1630,ROCN1ALK,1
CRACMMv0.3,1631,ROCP5ARO,1
CRACMMv0.3,1632,ROCP0ALK,1
CRACMMv0.3,1633,ROCP2ALK,1
CRACMMv0.3,1634,ROCP0ALK,1
