MECHANISM,SPECIATE_ID,SPECIES,MOLES
CB6R3_AE8,126,PAR,6
CB6R3_AE8,126,UNR,1
CB6R3_AE8,127,PAR,4
CB6R3_AE8,127,UNR,1
CB6R3_AE8,128,PAR,7
CB6R3_AE8,128,UNR,1
CB6R3_AE8,129,PAR,9
CB6R3_AE8,130,PAR,8
CB6R3_AE8,131,PAR,10
CB6R3_AE8,132,PAR,9
CB6R3_AE8,133,OLE,1
CB6R3_AE8,133,PAR,4
CB6R3_AE8,134,OLE,1
CB6R3_AE8,134,PAR,8
CB6R3_AE8,135,OLE,1
CB6R3_AE8,135,PAR,5
CB6R3_AE8,136,PAR,6
CB6R3_AE8,137,PAR,9
CB6R3_AE8,138,PAR,8
CB6R3_AE8,139,PAR,10
CB6R3_AE8,140,PAR,7
CB6R3_AE8,141,OLE,1
CB6R3_AE8,141,PAR,5
CB6R3_AE8,141,UNR,1
CB6R3_AE8,142,IOLE,1
CB6R3_AE8,142,PAR,3
CB6R3_AE8,142,UNR,1
CB6R3_AE8,143,PAR,8
CB6R3_AE8,143,UNR,1
CB6R3_AE8,144,IVOCP5,1
CB6R3_AE8,145,PAR,10
CB6R3_AE8,146,OLE,1
CB6R3_AE8,146,PAR,5
CB6R3_AE8,147,OLE,1
CB6R3_AE8,147,PAR,5
CB6R3_AE8,148,PAR,9
CB6R3_AE8,149,PAR,8
CB6R3_AE8,150,PAR,11
CB6R3_AE8,151,PAR,10
CB6R3_AE8,152,PAR,7
CB6R3_AE8,153,KET,2
CB6R3_AE8,153,PAR,3
CB6R3_AE8,154,IVOCP5,1
CB6R3_AE8,155,PAR,9
CB6R3_AE8,156,PAR,8
CB6R3_AE8,157,PAR,11
CB6R3_AE8,158,PAR,10
CB6R3_AE8,159,PAR,12
CB6R3_AE8,160,PAR,9
CB6R3_AE8,161,PAR,11
CB6R3_AE8,162,PAR,10
CB6R3_AE8,163,PAR,13
CB6R3_AE8,164,PAR,12
CB6R3_AE8,165,PAR,10
CB6R3_AE8,166,IVOCP4,1
CB6R3_AE8,167,IVOCP5,1
CB6R3_AE8,168,IVOCP5,1
CB6R3_AE8,169,IVOCP6,1
CB6R3_AE8,170,OLE,1
CB6R3_AE8,170,PAR,2
CB6R3_AE8,171,PAR,1
CB6R3_AE8,171,UNR,6
CB6R3_AE8,172,PAR,4
CB6R3_AE8,173,PAR,5
CB6R3_AE8,173,UNR,1
CB6R3_AE8,174,PAR,9
CB6R3_AE8,174,UNR,1
CB6R3_AE8,175,PAR,10
CB6R3_AE8,176,OLE,1
CB6R3_AE8,176,PAR,4
CB6R3_AE8,177,IOLE,1
CB6R3_AE8,177,PAR,2
CB6R3_AE8,178,PAR,4
CB6R3_AE8,179,PAR,5
CB6R3_AE8,179,UNR,1
CB6R3_AE8,180,PAR,3
CB6R3_AE8,181,OLE,1
CB6R3_AE8,181,PAR,3
CB6R3_AE8,182,PAR,6
CB6R3_AE8,182,UNR,1
CB6R3_AE8,183,OLE,1
CB6R3_AE8,183,PAR,7
CB6R3_AE8,184,OLE,1
CB6R3_AE8,184,PAR,4
CB6R3_AE8,185,IOLE,1
CB6R3_AE8,185,PAR,1
CB6R3_AE8,186,OLE,1
CB6R3_AE8,186,PAR,5
CB6R3_AE8,187,IOLE,1
CB6R3_AE8,187,PAR,2
CB6R3_AE8,188,ALDX,1
CB6R3_AE8,188,OLE,0.5
CB6R3_AE8,188,PAR,1
CB6R3_AE8,189,PAR,8
CB6R3_AE8,190,IOLE,1
CB6R3_AE8,190,PAR,3
CB6R3_AE8,191,PAR,11
CB6R3_AE8,192,PAR,11
CB6R3_AE8,193,PAR,8
CB6R3_AE8,194,PAR,7
CB6R3_AE8,195,PAR,2
CB6R3_AE8,195,XYL,1
CB6R3_AE8,196,IVOCP5,1
CB6R3_AE8,197,PAR,10
CB6R3_AE8,198,PAR,9
CB6R3_AE8,199,PAR,6
CB6R3_AE8,200,PAR,12
CB6R3_AE8,201,IVOCP4,1
CB6R3_AE8,202,PAR,9
CB6R3_AE8,202,UNR,1
CB6R3_AE8,203,OLE,1
CB6R3_AE8,203,PAR,4
CB6R3_AE8,204,OLE,1
CB6R3_AE8,204,PAR,4
CB6R3_AE8,204,UNR,1
CB6R3_AE8,205,PAR,8
CB6R3_AE8,205,UNR,1
CB6R3_AE8,206,PAR,7
CB6R3_AE8,206,UNR,1
CB6R3_AE8,207,PAR,9
CB6R3_AE8,207,UNR,1
CB6R3_AE8,208,PAR,6
CB6R3_AE8,208,UNR,1
CB6R3_AE8,209,OLE,1
CB6R3_AE8,209,PAR,5
CB6R3_AE8,210,OLE,1
CB6R3_AE8,210,PAR,5
CB6R3_AE8,211,PAR,9
CB6R3_AE8,212,PAR,8
CB6R3_AE8,213,PAR,10
CB6R3_AE8,214,OLE,1
CB6R3_AE8,214,PAR,6
CB6R3_AE8,215,PAR,9
CB6R3_AE8,216,PAR,11
CB6R3_AE8,217,PAR,10
CB6R3_AE8,218,PAR,10
CB6R3_AE8,219,PAR,11
CB6R3_AE8,220,PAR,10
CB6R3_AE8,221,IOLE,1
CB6R3_AE8,221,PAR,3
CB6R3_AE8,222,PAR,11
CB6R3_AE8,223,PAR,10
CB6R3_AE8,224,PAR,12
CB6R3_AE8,225,PAR,9
CB6R3_AE8,226,PAR,8
CB6R3_AE8,227,PAR,11
CB6R3_AE8,228,PAR,10
CB6R3_AE8,229,PAR,7
CB6R3_AE8,230,OLE,1
CB6R3_AE8,230,PAR,3
CB6R3_AE8,231,OLE,1
CB6R3_AE8,231,PAR,5
CB6R3_AE8,232,OLE,1
CB6R3_AE8,232,PAR,4
CB6R3_AE8,233,PAR,7
CB6R3_AE8,233,UNR,1
CB6R3_AE8,234,PAR,6
CB6R3_AE8,235,OLE,1
CB6R3_AE8,235,PAR,5
CB6R3_AE8,236,OLE,1
CB6R3_AE8,236,PAR,4
CB6R3_AE8,237,OLE,1
CB6R3_AE8,237,PAR,5
CB6R3_AE8,238,OLE,1
CB6R3_AE8,238,PAR,5
CB6R3_AE8,239,IOLE,1
CB6R3_AE8,239,PAR,2
CB6R3_AE8,240,OLE,1
CB6R3_AE8,240,PAR,5
CB6R3_AE8,242,IOLE,1
CB6R3_AE8,242,PAR,2
CB6R3_AE8,243,PAR,11
CB6R3_AE8,244,PAR,8
CB6R3_AE8,245,PAR,7
CB6R3_AE8,246,PAR,10
CB6R3_AE8,247,PAR,9
CB6R3_AE8,248,PAR,6
CB6R3_AE8,249,PAR,12
CB6R3_AE8,250,PAR,4
CB6R3_AE8,250,TOL,1
CB6R3_AE8,251,OLE,1
CB6R3_AE8,251,PAR,10
CB6R3_AE8,252,IOLE,1
CB6R3_AE8,252,PAR,3
CB6R3_AE8,253,PAR,8
CB6R3_AE8,253,UNR,1
CB6R3_AE8,254,PAR,12
CB6R3_AE8,255,PAR,10
CB6R3_AE8,256,PAR,12
CB6R3_AE8,257,OLE,1
CB6R3_AE8,257,PAR,5
CB6R3_AE8,258,OLE,1
CB6R3_AE8,258,PAR,4
CB6R3_AE8,259,PAR,6
CB6R3_AE8,260,IOLE,1
CB6R3_AE8,260,PAR,2
CB6R3_AE8,261,IOLE,1
CB6R3_AE8,261,PAR,3
CB6R3_AE8,262,IOLE,1
CB6R3_AE8,262,PAR,2
CB6R3_AE8,263,PAR,11
CB6R3_AE8,264,PAR,8
CB6R3_AE8,265,IVOCP6,1
CB6R3_AE8,266,PAR,10
CB6R3_AE8,267,PAR,9
CB6R3_AE8,268,PAR,12
CB6R3_AE8,269,PAR,12
CB6R3_AE8,270,OLE,1
CB6R3_AE8,270,PAR,5
CB6R3_AE8,271,IOLE,1
CB6R3_AE8,271,PAR,3
CB6R3_AE8,272,PAR,11
CB6R3_AE8,273,IVOCP6,1
CB6R3_AE8,274,PAR,10
CB6R3_AE8,275,PAR,12
CB6R3_AE8,276,PAR,11
CB6R3_AE8,277,PAR,12
CB6R3_AE8,279,ALD2,1
CB6R3_AE8,280,AACD,1
CB6R3_AE8,281,ACET,1
CB6R3_AE8,282,ETHY,1
CB6R3_AE8,283,ALDX,1
CB6R3_AE8,283,OLE,0.5
CB6R3_AE8,284,IVOCP6,1
CB6R3_AE8,285,OLE,1
CB6R3_AE8,285,UNR,1
CB6R3_AE8,286,IOLE,0.0016
CB6R3_AE8,286,OLE,0.11
CB6R3_AE8,286,PAR,5.3
CB6R3_AE8,286,TOL,0.098
CB6R3_AE8,286,UNR,1.52
CB6R3_AE8,286,XYL,0.074
CB6R3_AE8,287,IOLE,0.0016
CB6R3_AE8,287,OLE,0.11
CB6R3_AE8,287,PAR,5.3
CB6R3_AE8,287,TOL,0.098
CB6R3_AE8,287,UNR,1.52
CB6R3_AE8,287,XYL,0.074
CB6R3_AE8,288,IOLE,0.0016
CB6R3_AE8,288,OLE,0.11
CB6R3_AE8,288,PAR,5.3
CB6R3_AE8,288,TOL,0.098
CB6R3_AE8,288,UNR,1.52
CB6R3_AE8,288,XYL,0.074
CB6R3_AE8,289,BENZ,0.0351
CB6R3_AE8,289,ETHA,0.0168
CB6R3_AE8,289,IOLE,0.0425
CB6R3_AE8,289,OLE,0.0385
CB6R3_AE8,289,PAR,3.6089
CB6R3_AE8,289,TOL,0.0234
CB6R3_AE8,289,UNR,0.0592
CB6R3_AE8,289,XYL,0.0056
CB6R3_AE8,290,PAR,8.65
CB6R3_AE8,290,UNR,0.0439
CB6R3_AE8,291,KET,1
CB6R3_AE8,291,OLE,1
CB6R3_AE8,291,PAR,1
CB6R3_AE8,293,SVOCN1,1
CB6R3_AE8,295,PAR,6
CB6R3_AE8,295,UNR,1
CB6R3_AE8,297,IVOCP6,1
CB6R3_AE8,299,OLE,1
CB6R3_AE8,299,TOL,1
CB6R3_AE8,301,TOL,1
CB6R3_AE8,302,BENZ,1
CB6R3_AE8,303,IVOCP3,1
CB6R3_AE8,304,IVOCP6,1
CB6R3_AE8,305,IVOCP3,1
CB6R3_AE8,306,IVOCP5,1
CB6R3_AE8,308,UNR,1
CB6R3_AE8,309,PAR,4
CB6R3_AE8,310,IVOCP6,1
CB6R3_AE8,311,IVOCP3,1
CB6R3_AE8,312,PAR,10
CB6R3_AE8,313,ALDX,1
CB6R3_AE8,313,PAR,2
CB6R3_AE8,314,IVOCP6,1
CB6R3_AE8,315,PAR,2.045
CB6R3_AE8,315,TOL,0.061
CB6R3_AE8,315,UNR,0.0156
CB6R3_AE8,315,XYL,0.939
CB6R3_AE8,316,IOLE,0.8
CB6R3_AE8,316,OLE,0.2
CB6R3_AE8,316,PAR,6.4
CB6R3_AE8,317,IVOCP4,1
CB6R3_AE8,318,IVOCP6,1
CB6R3_AE8,319,IOLE,1
CB6R3_AE8,319,PAR,7
CB6R3_AE8,320,IVOCP6,1
CB6R3_AE8,321,IVOCP6,1
CB6R3_AE8,322,ETHA,0.011
CB6R3_AE8,322,OLE,0.0191
CB6R3_AE8,322,PAR,0.0713
CB6R3_AE8,322,PRPA,0.9521
CB6R3_AE8,323,ALDX,1
CB6R3_AE8,323,PAR,3
CB6R3_AE8,324,ALDX,1
CB6R3_AE8,324,PAR,4
CB6R3_AE8,325,PAR,7.857
CB6R3_AE8,325,UNR,0.1429
CB6R3_AE8,326,PAR,1.286
CB6R3_AE8,326,TOL,0.2857
CB6R3_AE8,326,XYL,0.7143
CB6R3_AE8,327,PAR,10.38
CB6R3_AE8,330,IVOCP5,1
CB6R3_AE8,331,IVOCP6,1
CB6R3_AE8,332,UNR,1
CB6R3_AE8,333,UNR,1
CB6R3_AE8,335,UNR,1
CB6R3_AE8,336,PAR,3
CB6R3_AE8,336,UNR,6
CB6R3_AE8,338,SVOCP2,1
CB6R3_AE8,340,PAR,1
CB6R3_AE8,340,UNR,5
CB6R3_AE8,341,UNR,1
CB6R3_AE8,342,UNR,2
CB6R3_AE8,343,UNR,1
CB6R3_AE8,344,UNR,1
CB6R3_AE8,345,SVOCP1,1
CB6R3_AE8,346,IVOCP3,1
CB6R3_AE8,348,PAR,9
CB6R3_AE8,349,PAR,9
CB6R3_AE8,350,PAR,9
CB6R3_AE8,351,PAR,8
CB6R3_AE8,352,PAR,8
CB6R3_AE8,353,PAR,7
CB6R3_AE8,354,PAR,8
CB6R3_AE8,355,PAR,8
CB6R3_AE8,356,PAR,9
CB6R3_AE8,357,PAR,8
CB6R3_AE8,358,PAR,8
CB6R3_AE8,359,PAR,9
CB6R3_AE8,360,PAR,7
CB6R3_AE8,361,PAR,9
CB6R3_AE8,362,PAR,8
CB6R3_AE8,363,PAR,9
CB6R3_AE8,364,PAR,8
CB6R3_AE8,365,PAR,9
CB6R3_AE8,367,IOLE,1
CB6R3_AE8,368,IOLE,1
CB6R3_AE8,368,PAR,3
CB6R3_AE8,369,IOLE,1
CB6R3_AE8,369,PAR,2
CB6R3_AE8,370,IOLE,1
CB6R3_AE8,370,PAR,4
CB6R3_AE8,371,IOLE,1
CB6R3_AE8,371,PAR,1
CB6R3_AE8,372,IOLE,1
CB6R3_AE8,372,PAR,2
CB6R3_AE8,373,IOLE,1
CB6R3_AE8,373,PAR,5
CB6R3_AE8,374,PAR,8
CB6R3_AE8,375,PAR,9
CB6R3_AE8,376,PAR,10
CB6R3_AE8,377,TERP,1
CB6R3_AE8,378,TERP,1
CB6R3_AE8,381,IVOCP6,1
CB6R3_AE8,382,ALDX,1
CB6R3_AE8,382,OLE,1
CB6R3_AE8,383,IVOCP6,1
CB6R3_AE8,384,PAR,6
CB6R3_AE8,385,PAR,6
CB6R3_AE8,386,PAR,6
CB6R3_AE8,387,KET,1
CB6R3_AE8,387,PAR,5
CB6R3_AE8,388,IOLE,1
CB6R3_AE8,388,PAR,2
CB6R3_AE8,389,IOLE,0.0016
CB6R3_AE8,389,OLE,0.11
CB6R3_AE8,389,PAR,5.3
CB6R3_AE8,389,TOL,0.098
CB6R3_AE8,389,UNR,1.52
CB6R3_AE8,389,XYL,0.074
CB6R3_AE8,390,PAR,5
CB6R3_AE8,391,IOLE,1
CB6R3_AE8,391,PAR,1
CB6R3_AE8,392,TERP,1
CB6R3_AE8,393,SVOCN1,1
CB6R3_AE8,394,IVOCP3,1
CB6R3_AE8,395,IVOCP6,1
CB6R3_AE8,396,IVOCP6,1
CB6R3_AE8,398,IVOCP4,1
CB6R3_AE8,399,PAR,1
CB6R3_AE8,399,UNR,5
CB6R3_AE8,400,UNR,1
CB6R3_AE8,401,UNR,1
CB6R3_AE8,402,IVOCP3,1
CB6R3_AE8,403,PAR,6
CB6R3_AE8,404,PAR,4
CB6R3_AE8,405,PAR,8.5
CB6R3_AE8,405,UNR,1.5
CB6R3_AE8,406,IVOCP4,1
CB6R3_AE8,407,IVOCP6,1
CB6R3_AE8,408,PAR,10.5
CB6R3_AE8,408,UNR,0.5
CB6R3_AE8,409,IVOCP4,1
CB6R3_AE8,410,IVOCP6,1
CB6R3_AE8,411,KET,1
CB6R3_AE8,411,PAR,8
CB6R3_AE8,412,IVOCP6,1
CB6R3_AE8,413,IVOCP5,1
CB6R3_AE8,414,IVOCP3,1
CB6R3_AE8,415,PAR,3
CB6R3_AE8,416,PAR,5
CB6R3_AE8,417,PAR,2
CB6R3_AE8,418,PAR,2
CB6R3_AE8,418,UNR,1
CB6R3_AE8,419,IVOCP5,1
CB6R3_AE8,420,PAR,4
CB6R3_AE8,420,UNR,2
CB6R3_AE8,421,PAR,2
CB6R3_AE8,422,IVOCP6,1
CB6R3_AE8,423,IVOCP6,1
CB6R3_AE8,424,PAR,12
CB6R3_AE8,425,PAR,6.5
CB6R3_AE8,425,UNR,0.5
CB6R3_AE8,426,PAR,12
CB6R3_AE8,427,PAR,10
CB6R3_AE8,428,PAR,8.667
CB6R3_AE8,428,UNR,0.3333
CB6R3_AE8,429,PAR,11
CB6R3_AE8,430,PAR,13
CB6R3_AE8,431,IVOCP4,1
CB6R3_AE8,432,IVOCP5,1
CB6R3_AE8,433,PAR,7
CB6R3_AE8,433,UNR,1
CB6R3_AE8,434,IOLE,0.0326
CB6R3_AE8,434,OLE,0.0355
CB6R3_AE8,434,PAR,8.106
CB6R3_AE8,434,TERP,0.001
CB6R3_AE8,434,TOL,0.0683
CB6R3_AE8,434,UNR,0.2021
CB6R3_AE8,434,XYL,0.0911
CB6R3_AE8,435,TERP,1
CB6R3_AE8,437,IVOCP5,1
CB6R3_AE8,438,ETHA,1
CB6R3_AE8,439,IVOCP6,1
CB6R3_AE8,440,PAR,3
CB6R3_AE8,440,UNR,1
CB6R3_AE8,441,OLE,1
CB6R3_AE8,441,PAR,2
CB6R3_AE8,441,UNR,1
CB6R3_AE8,442,ETOH,1
CB6R3_AE8,443,UNR,2
CB6R3_AE8,444,IVOCP6,1
CB6R3_AE8,445,PAR,4
CB6R3_AE8,446,PAR,2
CB6R3_AE8,447,PAR,11
CB6R3_AE8,448,PAR,6
CB6R3_AE8,448,UNR,1
CB6R3_AE8,449,PAR,1
CB6R3_AE8,449,TOL,1
CB6R3_AE8,450,PAR,8
CB6R3_AE8,451,PAR,7
CB6R3_AE8,452,ETH,1
CB6R3_AE8,453,UNR,2
CB6R3_AE8,454,UNR,2
CB6R3_AE8,455,IVOCP5,1
CB6R3_AE8,456,PAR,7
CB6R3_AE8,456,UNR,1
CB6R3_AE8,457,PAR,4
CB6R3_AE8,457,UNR,1
CB6R3_AE8,458,PAR,5
CB6R3_AE8,459,PAR,0.2
CB6R3_AE8,459,UNR,1.8
CB6R3_AE8,461,PAR,8.5
CB6R3_AE8,461,UNR,0.5
CB6R3_AE8,462,PAR,9
CB6R3_AE8,463,PAR,10
CB6R3_AE8,464,PAR,1
CB6R3_AE8,464,XYL,1
CB6R3_AE8,465,FORM,1
CB6R3_AE8,466,FACD,1
CB6R3_AE8,467,IOLE,0.0016
CB6R3_AE8,467,OLE,0.11
CB6R3_AE8,467,PAR,5.3
CB6R3_AE8,467,TOL,0.098
CB6R3_AE8,467,UNR,1.52
CB6R3_AE8,467,XYL,0.074
CB6R3_AE8,469,IVOCP6,1
CB6R3_AE8,470,ALDX,1
CB6R3_AE8,470,PAR,3
CB6R3_AE8,471,IVOCP3,1
CB6R3_AE8,472,IVOCP5,1
CB6R3_AE8,473,IVOCP5,1
CB6R3_AE8,474,IVOCP5,1
CB6R3_AE8,475,IOLE,0.0016
CB6R3_AE8,475,OLE,0.11
CB6R3_AE8,475,PAR,5.3
CB6R3_AE8,475,TOL,0.098
CB6R3_AE8,475,UNR,1.52
CB6R3_AE8,475,XYL,0.074
CB6R3_AE8,476,SVOCN1,1
CB6R3_AE8,478,UNR,2
CB6R3_AE8,479,SVOCP2,1
CB6R3_AE8,480,IVOCP6,1
CB6R3_AE8,481,PAR,11
CB6R3_AE8,482,IVOCP6,1
CB6R3_AE8,483,ETHA,0.011
CB6R3_AE8,483,OLE,0.0191
CB6R3_AE8,483,PAR,0.0713
CB6R3_AE8,483,PRPA,0.9521
CB6R3_AE8,484,ETHA,0.011
CB6R3_AE8,484,OLE,0.0191
CB6R3_AE8,484,PAR,0.0713
CB6R3_AE8,484,PRPA,0.9521
CB6R3_AE8,485,PAR,1
CB6R3_AE8,485,XYL,1
CB6R3_AE8,486,OLE,0.5
CB6R3_AE8,486,XYL,1
CB6R3_AE8,489,PAR,6
CB6R3_AE8,489,UNR,1
CB6R3_AE8,490,IVOCP6,1
CB6R3_AE8,491,PAR,4
CB6R3_AE8,492,PAR,5
CB6R3_AE8,492,UNR,1
CB6R3_AE8,493,PAR,4
CB6R3_AE8,494,PAR,7
CB6R3_AE8,494,UNR,1
CB6R3_AE8,495,PAR,10
CB6R3_AE8,496,PAR,9
CB6R3_AE8,497,OLE,1
CB6R3_AE8,497,PAR,2
CB6R3_AE8,498,UNR,1
CB6R3_AE8,499,PAR,2.9
CB6R3_AE8,499,TOL,1
CB6R3_AE8,499,UNR,0.1
CB6R3_AE8,500,PAR,9.875
CB6R3_AE8,500,UNR,0.125
CB6R3_AE8,501,OLE,1
CB6R3_AE8,501,PAR,8
CB6R3_AE8,502,PAR,2
CB6R3_AE8,502,XYL,1
CB6R3_AE8,503,IVOCP6,1
CB6R3_AE8,504,IVOCP6,1
CB6R3_AE8,505,PAR,11
CB6R3_AE8,506,OLE,1
CB6R3_AE8,506,PAR,9
CB6R3_AE8,507,PAR,0.25
CB6R3_AE8,507,TOL,0.25
CB6R3_AE8,507,XYL,0.75
CB6R3_AE8,508,PAR,5
CB6R3_AE8,509,IVOCP5,1
CB6R3_AE8,510,IVOCP6,1
CB6R3_AE8,511,ISOP,1
CB6R3_AE8,512,PAR,4
CB6R3_AE8,512,UNR,1
CB6R3_AE8,513,PAR,3
CB6R3_AE8,514,PAR,2
CB6R3_AE8,514,TOL,1
CB6R3_AE8,515,PAR,9
CB6R3_AE8,516,PAR,10
CB6R3_AE8,517,ALDX,1
CB6R3_AE8,517,PAR,3
CB6R3_AE8,518,IVOCP6,1
CB6R3_AE8,521,TERP,1
CB6R3_AE8,522,XYL,1
CB6R3_AE8,523,IVOCP6,1
CB6R3_AE8,524,XYL,1
CB6R3_AE8,527,IVOCP5,1
CB6R3_AE8,529,CH4,1
CB6R3_AE8,530,PAR,5
CB6R3_AE8,530,UNR,1
CB6R3_AE8,531,MEOH,1
CB6R3_AE8,532,KET,1
CB6R3_AE8,532,PAR,6
CB6R3_AE8,533,UNR,1
CB6R3_AE8,534,IVOCP6,1
CB6R3_AE8,535,UNR,1
CB6R3_AE8,536,KET,1
CB6R3_AE8,536,PAR,3
CB6R3_AE8,537,PAR,4
CB6R3_AE8,538,PAR,7
CB6R3_AE8,539,KET,1
CB6R3_AE8,539,PAR,5
CB6R3_AE8,540,PAR,1
CB6R3_AE8,541,OLE,1
CB6R3_AE8,541,PAR,2
CB6R3_AE8,541,UNR,1
CB6R3_AE8,542,KET,1
CB6R3_AE8,542,PAR,5
CB6R3_AE8,543,IVOCP6,1
CB6R3_AE8,544,KET,1
CB6R3_AE8,544,PAR,4
CB6R3_AE8,545,PAR,10
CB6R3_AE8,546,IVOCP6,1
CB6R3_AE8,547,OLE,1
CB6R3_AE8,547,TOL,1
CB6R3_AE8,548,PAR,4
CB6R3_AE8,548,UNR,1
CB6R3_AE8,550,PAR,7
CB6R3_AE8,551,PAR,6
CB6R3_AE8,552,PAR,11
CB6R3_AE8,553,IOLE,0.5
CB6R3_AE8,553,OLE,0.5
CB6R3_AE8,553,PAR,8
CB6R3_AE8,554,IVOCP3,1
CB6R3_AE8,555,SVOCN1,1
CB6R3_AE8,556,IVOCP5,1
CB6R3_AE8,557,IVOCP4,1
CB6R3_AE8,558,PAR,4
CB6R3_AE8,559,IVOCP3,1
CB6R3_AE8,560,IVOCP6,1
CB6R3_AE8,561,PAR,4.113
CB6R3_AE8,561,UNR,0.9997
CB6R3_AE8,562,SVOCN1,1
CB6R3_AE8,563,PAR,4.742
CB6R3_AE8,563,UNR,0.0963
CB6R3_AE8,564,IOLE,0.0016
CB6R3_AE8,564,OLE,0.11
CB6R3_AE8,564,PAR,5.3
CB6R3_AE8,564,TOL,0.098
CB6R3_AE8,564,UNR,1.52
CB6R3_AE8,564,XYL,0.074
CB6R3_AE8,566,IOLE,0.0016
CB6R3_AE8,566,OLE,0.11
CB6R3_AE8,566,PAR,5.3
CB6R3_AE8,566,TOL,0.098
CB6R3_AE8,566,UNR,1.52
CB6R3_AE8,566,XYL,0.074
CB6R3_AE8,567,IOLE,0.0016
CB6R3_AE8,567,OLE,0.11
CB6R3_AE8,567,PAR,5.3
CB6R3_AE8,567,TOL,0.098
CB6R3_AE8,567,UNR,1.52
CB6R3_AE8,567,XYL,0.074
CB6R3_AE8,568,PAR,4.113
CB6R3_AE8,568,UNR,0.9997
CB6R3_AE8,569,PAR,2
CB6R3_AE8,570,PAR,6.571
CB6R3_AE8,570,UNR,1
CB6R3_AE8,571,PAR,3.862
CB6R3_AE8,571,UNR,0.3842
CB6R3_AE8,572,ETHA,0.0674
CB6R3_AE8,572,PAR,1.399
CB6R3_AE8,572,UNR,1.399
CB6R3_AE8,573,IOLE,0.0016
CB6R3_AE8,573,OLE,0.11
CB6R3_AE8,573,PAR,5.3
CB6R3_AE8,573,TOL,0.098
CB6R3_AE8,573,UNR,1.52
CB6R3_AE8,573,XYL,0.074
CB6R3_AE8,574,ETOH,0.0566
CB6R3_AE8,574,MEOH,0.0127
CB6R3_AE8,574,OLE,0.0001
CB6R3_AE8,574,PAR,6.392
CB6R3_AE8,574,TOL,0.0592
CB6R3_AE8,574,UNR,0.0382
CB6R3_AE8,574,XYL,0.0858
CB6R3_AE8,575,IOLE,0.0016
CB6R3_AE8,575,OLE,0.11
CB6R3_AE8,575,PAR,5.3
CB6R3_AE8,575,TOL,0.098
CB6R3_AE8,575,UNR,1.52
CB6R3_AE8,575,XYL,0.074
CB6R3_AE8,576,PAR,3.862
CB6R3_AE8,576,UNR,0.3842
CB6R3_AE8,577,IOLE,0.0016
CB6R3_AE8,577,OLE,0.11
CB6R3_AE8,577,PAR,5.3
CB6R3_AE8,577,TOL,0.098
CB6R3_AE8,577,UNR,1.52
CB6R3_AE8,577,XYL,0.074
CB6R3_AE8,578,IOLE,0.0016
CB6R3_AE8,578,OLE,0.11
CB6R3_AE8,578,PAR,5.3
CB6R3_AE8,578,TOL,0.098
CB6R3_AE8,578,UNR,1.52
CB6R3_AE8,578,XYL,0.074
CB6R3_AE8,579,IOLE,0.0016
CB6R3_AE8,579,OLE,0.11
CB6R3_AE8,579,PAR,5.3
CB6R3_AE8,579,TOL,0.098
CB6R3_AE8,579,UNR,1.52
CB6R3_AE8,579,XYL,0.074
CB6R3_AE8,580,PAR,1
CB6R3_AE8,580,XYL,1
CB6R3_AE8,581,IOLE,0.0016
CB6R3_AE8,581,OLE,0.11
CB6R3_AE8,581,PAR,5.3
CB6R3_AE8,581,TOL,0.098
CB6R3_AE8,581,UNR,1.52
CB6R3_AE8,581,XYL,0.074
CB6R3_AE8,582,IOLE,0.0016
CB6R3_AE8,582,OLE,0.11
CB6R3_AE8,582,PAR,5.3
CB6R3_AE8,582,TOL,0.098
CB6R3_AE8,582,UNR,1.52
CB6R3_AE8,582,XYL,0.074
CB6R3_AE8,583,IOLE,0.0016
CB6R3_AE8,583,OLE,0.11
CB6R3_AE8,583,PAR,5.3
CB6R3_AE8,583,TOL,0.098
CB6R3_AE8,583,UNR,1.52
CB6R3_AE8,583,XYL,0.074
CB6R3_AE8,584,UNR,2
CB6R3_AE8,585,IVOCP4,1
CB6R3_AE8,587,IVOCP6,1
CB6R3_AE8,588,TERP,1
CB6R3_AE8,589,PAR,4
CB6R3_AE8,590,PAR,4
CB6R3_AE8,591,SVOCN1,1
CB6R3_AE8,592,PAR,4
CB6R3_AE8,593,PAR,5
CB6R3_AE8,593,UNR,1
CB6R3_AE8,594,OLE,1
CB6R3_AE8,594,PAR,4
CB6R3_AE8,594,UNR,1
CB6R3_AE8,595,PAR,4
CB6R3_AE8,596,PAR,3
CB6R3_AE8,596,TOL,1
CB6R3_AE8,597,PAR,9
CB6R3_AE8,598,PAR,10
CB6R3_AE8,599,IVOCP6,1
CB6R3_AE8,600,PAR,7
CB6R3_AE8,601,PAR,6
CB6R3_AE8,602,IVOCP6,1
CB6R3_AE8,603,PAR,9
CB6R3_AE8,604,PAR,8
CB6R3_AE8,605,PAR,5
CB6R3_AE8,606,IVOCP6,1
CB6R3_AE8,607,PAR,3
CB6R3_AE8,608,PAR,2
CB6R3_AE8,608,TOL,1
CB6R3_AE8,609,IVOCP6,1
CB6R3_AE8,610,PAR,11
CB6R3_AE8,611,NAPH,1
CB6R3_AE8,614,UNR,1
CB6R3_AE8,616,IOLE,1
CB6R3_AE8,616,OLE,1
CB6R3_AE8,616,PAR,3
CB6R3_AE8,617,SVOCN1,1
CB6R3_AE8,618,IVOCP6,1
