PROFILE_CODE,SPECIES_ID,WEIGHT_PERCENT
96003,717,0.45621165
96003,611,0.647461949
96003,382,0.589688421
96003,2640,0.9761734
96003,301,0.545860228
96003,1463,0.541875847
96003,1999,0.474141366
96003,511,0.191250299
96003,64,0.288867639
96003,466,0.366563073
96003,536,0.348633357
96003,671,0.482110128
96003,1083,0.103593912
96003,498,0.29285202
96003,673,0.286875448
96003,3020,0.280898876
96003,1567,0.274922305
96003,1013,0.268945733
96003,522,0.286875448
96003,30,0.071718862
96003,1670,1.051876644
96003,595,0.205195633
96003,392,0.193242489
96003,2562,0.615586899
96003,551,0.189258108
96003,109,0.06574229
96003,285,0.067734481
96003,497,0.171328393
96003,977,0.051796956
96003,3040,0.16335963
96003,25,0.06574229
96003,391,0.0637501
96003,177,0.13148458
96003,698,0.137461152
96003,188,0.127500199
96003,449,0.111562674
96003,992,0.123515818
96003,592,0.251016017
96003,78,0.119531437
96003,737,0.091640768
96003,184,0.113554865
96003,1902,0.428320982
96003,313,0.069726671
96003,2645,0.071718862
96003,108,0.079687625
96003,1903,0.093632959
96003,474,0.091640768
96003,367,0.075703243
96003,3010,0.089648578
96003,508,0.081679815
96003,2955,0.083672006
96003,76,0.089648578
96003,620,0.099609531
96003,185,0.059765718
96003,728,0.051796956
96003,840,0.075703243
96003,544,0.071718862
96003,541,0.069726671
96003,107,0.091640768
96003,2119,0.079687625
96003,89,0.06574229
96003,3006,0.0637501
96003,44,0.029882859
96003,3033,0.06574229
96003,181,0.03386724
96003,603,0.027890669
96003,598,0.027890669
96003,2642,0.059765718
96003,2724,0.059765718
96003,2954,0.057773528
96003,2815,0.057773528
96003,742,0.035859431
96003,610,0.049804765
96003,2154,0.043828193
96003,1825,0.045820384
96003,230,0.009960953
96003,3032,0.045820384
96003,1082,0.045820384
96003,3024,0.043828193
96003,369,0.041836003
96003,442,0.476133556
96003,601,0.0637501
96003,486,0.039843812
96003,2564,0.053789147
96003,3026,0.03386724
96003,996,0.035859431
96003,65,0.007968762
96003,491,0.179297155
96003,2812,0.03187505
96003,3031,0.03386724
96003,371,0.085664196
96003,3022,0.027890669
96003,388,0.029882859
96003,2643,0.039843812
96003,3037,0.029882859
96003,2698,0.029882859
96003,600,0.051796956
96003,604,0.045820384
96003,106,0.025898478
96003,1012,0.025898478
96003,596,0.023906287
96003,2023,0.055781337
96003,3007,0.023906287
96003,2160,0.346641167
96003,605,0.109570484
96003,3025,0.023906287
96003,2641,0.021914097
96003,542,0.023906287
96003,3009,0.019921906
96003,3011,0.019921906
96003,3012,0.019921906
96003,1886,0.019921906
96003,2335,0.019921906
96003,80,0.019921906
96003,84,0.017929716
96003,53,0.017929716
96003,3000,0.017929716
96003,2144,0.015937525
96003,3021,0.015937525
96003,1036,0.017929716
96003,608,0.019921906
96003,3035,0.015937525
96003,3,0.015937525
96003,92,0.015937525
96003,3014,0.011953144
96003,3023,0.017929716
96003,1118,0.011953144
96003,3002,0.013945334
96003,3030,0.011953144
96003,485,0.013945334
96003,2684,0.011953144
96003,1001,0.013945334
96003,3016,0.009960953
96003,103,0.007968762
96003,248,0.009960953
96003,550,0.007968762
96003,39,0.009960953
96003,3038,0.009960953
96003,3039,0.011953144
96003,770,0.005976572
96003,3015,0.005976572
96003,3017,0.005976572
96003,2220,0.005976572
96003,390,0.007968762
96003,3018,0.007968762
96003,3027,0.005976572
96003,3028,0.007968762
96003,2796,0.005976572
96003,616,0.005976572
96003,3036,0.005976572
96003,2084,0.007968762
96003,97,0.165351821
96003,316,0.007968762
96003,59,0.005976572
96003,2201,0.007968762
96003,3008,0.001992191
96003,47,0.001992191
96003,33,0.003984381
96003,3013,0.001992191
96003,3001,0.003984381
96003,3029,0.003984381
96003,385,0.003984381
96003,3003,0.003984381
96003,299,0.003984381
96003,514,0.011953144
96003,2712,0.003984381
96003,707,0
96003,127,0.001992191
96003,122,0
96003,3004,0
96003,3034,0
96003,3465,0.937455325
96003,1762,0.310032519
96003,3473,1.151981648
96003,3533,0.061548484
96003,2499,0.428886775
96003,3461,0.716558062
96003,3534,0.679310576
96003,3449,0.710206113
96003,1820,1.713335818
96003,847,0.024777929
96003,2426,0.849344653
96003,3357,0.097714174
96003,3468,0.056736534
96003,3401,0.336972632
96003,2941,0.409834502
96003,3469,0.078176161
96003,3073,0.066515071
96003,3448,0.041113304
96003,3470,0.05195095
96003,2332,0.111123358
96003,935,0.695087458
96003,3309,0.00229385
96003,3455,0.507048269
96003,3462,0.356523818
96003,3438,0.063697875
96003,3535,2.07168259
96003,556,0.118151474
96003,3446,0.433974531
96003,3458,0.042423465
96003,315,0.169737973
96003,3453,1.225941892
96003,646,2.274679698
96003,3466,0.023640078
96003,947,3.327500355
96003,997,0.014327062
96003,3471,0.22863215
96003,3402,0.418264425
96003,3077,0.152756368
96003,2206,0.05164984
96003,3425,0.05352192
96003,3358,0.064170159
96003,716,0.444932817
96003,618,2.535127389
96003,410,0.116241979
96003,3475,0.026680265
96003,3467,0.201632326
96003,3474,0.031517452
96003,3444,0.033026864
96003,3463,0.002458461
96003,3459,0.146791113
96003,3536,3.694730517
96003,3450,1.124688025
96003,3359,0.017547964
96003,3370,2.421869425
96003,3403,0.516602804
96003,3360,0.094639629
96003,3404,2.403665696
96003,3371,1.635187085
96004,529,10.94563072
96004,465,3.361445063
96004,280,6.670554459
96004,452,2.728931156
96004,1757,3.298642263
96004,531,3.081823076
96004,281,1.151384652
96004,279,2.242957115
96004,2999,0.807464561
96004,678,1.043722711
96004,282,0.562234583
96004,283,0.684849572
96004,3019,1.036246187
96004,3005,1.369699145
96004,438,1.610443208
96004,302,0.601112507
96004,663,1.293438603
96004,46,0.363359053
96004,588,0.826903523
96004,717,0.459058556
96004,611,0.650457563
96004,382,0.592140678
96004,2640,0.722232191
96004,301,0.548776841
96004,1463,0.544290926
96004,1999,0.474011604
96004,511,0.192894312
96004,64,0.29008912
96004,466,0.755128895
96004,536,0.34990131
96004,671,0.761110114
96004,1083,0.104671332
96004,498,0.296070339
96004,673,0.288593815
96004,3020,0.282612596
96004,1567,0.275136073
96004,1013,0.270650159
96004,522,0.288593815
96004,30,0.071774628
96004,1670,1.057180453
96004,595,0.206352055
96004,392,0.195884921
96004,2562,0.619056164
96004,551,0.189903702
96004,109,0.065793409
96004,285,0.067288713
96004,497,0.171960045
96004,977,0.052335666
96004,3040,0.164483522
96004,25,0.065793409
96004,391,0.064298104
96004,177,0.131586817
96004,698,0.139063341
96004,188,0.128596208
96004,449,0.112147856
96004,992,0.125605598
96004,592,0.251211197
96004,78,0.119624379
96004,737,0.091213589
96004,184,0.115138465
96004,1902,0.432143071
96004,313,0.070279323
96004,2645,0.071774628
96004,108,0.080746456
96004,1903,0.092708894
96004,474,0.091213589
96004,367,0.074765237
96004,3010,0.091213589
96004,508,0.083737066
96004,2955,0.083737066
96004,76,0.089718285
96004,620,0.101680723
96004,185,0.05981219
96004,728,0.052335666
96004,840,0.076260542
96004,544,0.073269932
96004,541,0.070279323
96004,107,0.091213589
96004,2119,0.080746456
96004,89,0.067288713
96004,3006,0.064298104
96004,44,0.029906095
96004,3033,0.065793409
96004,181,0.034392009
96004,603,0.02841079
96004,598,0.026915485
96004,2642,0.05981219
96004,2724,0.05981219
96004,2954,0.058316885
96004,2815,0.058316885
96004,742,0.035887314
96004,610,0.050840361
96004,2154,0.044859142
96004,1825,0.044859142
96004,230,0.010467133
96004,3032,0.046354447
96004,1082,0.044859142
96004,3024,0.043363838
96004,369,0.041868533
96004,442,0.478497518
96004,601,0.062802799
96004,486,0.040373228
96004,2564,0.053830971
96004,3026,0.034392009
96004,996,0.035887314
96004,65,0.007476524
96004,491,0.180931874
96004,2812,0.032896704
96004,3031,0.034392009
96004,371,0.086727675
96004,3022,0.02841079
96004,388,0.0314014
96004,2643,0.040373228
96004,3037,0.029906095
96004,2698,0.029906095
96004,600,0.052335666
96004,604,0.046354447
96004,106,0.025420181
96004,1012,0.026915485
96004,596,0.025420181
96004,2023,0.05682158
96004,3007,0.023924876
96004,2160,0.34990131
96004,605,0.110652551
96004,3025,0.023924876
96004,2641,0.022429571
96004,542,0.023924876
96004,3009,0.020934266
96004,3011,0.019438962
96004,3012,0.019438962
96004,1886,0.019438962
96004,2335,0.019438962
96004,80,0.020934266
96004,84,0.017943657
96004,53,0.017943657
96004,3000,0.016448352
96004,2144,0.014953047
96004,3021,0.016448352
96004,1036,0.017943657
96004,608,0.020934266
96004,3035,0.014953047
96004,3,0.016448352
96004,92,0.014953047
96004,3014,0.013457743
96004,3023,0.017943657
96004,1118,0.011962438
96004,3002,0.014953047
96004,3030,0.011962438
96004,485,0.013457743
96004,2684,0.011962438
96004,1001,0.013457743
96004,3016,0.010467133
96004,103,0.008971828
96004,248,0.010467133
96004,550,0.008971828
96004,39,0.010467133
96004,3038,0.010467133
96004,3039,0.011962438
96004,770,0.005981219
96004,3015,0.005981219
96004,3017,0.005981219
96004,2220,0.007476524
96004,390,0.007476524
96004,3018,0.007476524
96004,3027,0.004485914
96004,3028,0.007476524
96004,2796,0.005981219
96004,616,0.005981219
96004,3036,0.005981219
96004,2084,0.007476524
96004,97,0.165978826
96004,316,0.007476524
96004,59,0.005981219
96004,2201,0.008971828
96004,3008,0.002990609
96004,47,0.001495305
96004,33,0.004485914
96004,3013,0.002990609
96004,3001,0.004485914
96004,3029,0.004485914
96004,385,0.004485914
96004,3003,0.002990609
96004,299,0.004485914
96004,514,0.011962438
96004,2712,0.002990609
96004,707,0.001495305
96004,127,0.001495305
96004,122,0
96004,3004,0
96004,3034,0
96004,3465,0.984173676
96004,1762,0.325483077
96004,3473,1.209390978
96004,3533,0.06461577
96004,2499,0.450260469
96004,3461,0.752267935
96004,3534,0.71316421
96004,3449,0.745599434
96004,1820,1.798720392
96004,847,0.026012744
96004,2426,0.891671984
96004,3357,0.102583787
96004,3468,0.059564015
96004,3401,0.353765758
96004,2941,0.43025872
96004,3469,0.082072092
96004,3073,0.069829868
96004,3448,0.043162197
96004,3470,0.054539941
96004,2332,0.116661221
96004,935,0.729727338
96004,3309,0.002408165
96004,3455,0.532317163
96004,3462,0.374291283
96004,3438,0.066872277
96004,3535,2.174925476
96004,556,0.124039586
96004,3446,0.455601774
96004,3458,0.044537651
96004,315,0.178196912
96004,3453,1.287037052
96004,646,2.388039002
96004,3466,0.024818188
96004,947,3.493327274
96004,997,0.015041055
96004,3471,0.240026098
96004,3402,0.43910875
96004,3077,0.160369025
96004,2206,0.054223825
96004,3425,0.0561892
96004,3358,0.067368097
96004,716,0.467106169
96004,618,2.661466177
96004,410,0.122034931
96004,3475,0.028009883
96004,3467,0.21168073
96004,3474,0.033088133
96004,3444,0.034672767
96004,3463,0.002580979
96004,3459,0.154106489
96004,3536,3.878858454
96004,3450,1.180737169
96004,3359,0.018422471
96004,3370,2.54256397
96004,3403,0.54234785
96004,3360,0.099356022
96004,3404,2.523453053
96004,3371,1.716677095
96005,529,12.98248577
96005,2297,1.510612491
96005,282,0.74939552
96005,2999,2.635198331
96005,452,3.553471715
96005,465,4.67932414
96005,438,1.688778637
96005,531,4.749689916
96005,109,0.099567574
96005,1902,0.513670169
96005,678,1.871729656
96005,498,0.286740539
96005,279,1.98079661
96005,671,3.127758767
96005,466,0.272667384
96005,442,0.194561372
96005,47,0.020476441
96005,770,0.032896001
96005,285,0.09147551
96005,46,0.425712948
96005,33,0.008795722
96005,170,0.030855393
96005,3007,0.041163979
96005,737,0.054885306
96005,64,0.319812454
96005,497,0.092179167
96005,367,0.051718846
96005,283,1.358059487
96005,281,1.090669536
96005,491,0.075291381
96005,592,0.156915682
96005,673,0.340922187
96005,280,6.71993166
96005,3005,0.700139477
96005,2154,0.257538742
96005,3006,0.161841286
96005,48,0.090420023
96005,2222,0.028955517
96005,3009,0.044682268
96005,2640,1.062523226
96005,511,0.16360043
96005,728,0.092882825
96005,2230,0.077754183
96005,391,0.142842526
96005,3008,0.004221947
96005,2220,0.021707842
96005,390,0.002884997
96005,108,0.062273712
96005,181,0.03398667
96005,742,0.046441413
96005,188,0.149879104
96005,2562,0.798651564
96005,382,0.640328567
96005,230,0.011539987
96005,371,0.110826098
96005,185,0.051718846
96005,3013,0.053829819
96005,3371,5.428825209
96005,1903,0.034268133
96005,127,0.000436268
96005,508,0.030362833
96005,605,0.060514568
96005,313,0.079513327
96005,536,0.369420327
96005,2119,0.15445288
96005,707,0.005594079
96005,3000,0.044330439
96005,595,0.731804076
96005,2160,0.911236806
96005,474,0.016008214
96005,302,1.586748261
96005,3027,0.023959547
96005,2171,0.039123372
96005,3538,0.021778208
96005,3018,0.041867637
96005,2642,0.045385926
96005,3001,0.006649566
96005,1118,0.013123217
96005,103,0.041163979
96005,388,0.127713884
96005,2641,0.559407923
96005,3029,0.01790809
96005,3014,0.263168004
96005,551,0.015973031
96005,3019,0.812724719
96005,184,0.237132667
96005,78,0.236780838
96005,2115,0.200894292
96005,369,0.051718846
96005,3020,0.293425288
96005,3021,0.020793087
96005,122,0.000155157
96005,601,0.032473806
96005,1463,0.513670169
96005,248,0.011188158
96005,2955,0.148471789
96005,2564,0.080216985
96005,544,0.184358335
96005,2724,0.105548665
96005,768,0.001157517
96005,2144,0.029729541
96005,3015,0.008901271
96005,1825,0.031207222
96005,3434,0.034549596
96005,717,0.612182256
96005,3003,0.015621202
96005,3370,10.37508192
96005,663,1.593784839
96005,3539,0.07722644
96005,2643,0.033001549
96005,1886,0.024592839
96005,2645,0.073180408
96005,3024,0.041515808
96005,1670,0.981602583
96005,3025,0.024065096
96005,76,0.184358335
96005,550,0.009886392
96005,840,0.057348108
96005,600,0.074235894
96005,541,0.114696216
96005,2954,0.116103531
96005,542,0.053829819
96005,3026,0.009429014
96005,3030,0.185061992
96005,992,0.195968688
96005,698,0.309961246
96005,449,0.141083382
96005,522,0.243465587
96005,620,0.108363296
96005,301,0.854944185
96005,3002,0.014565716
96005,1757,0.664956588
96005,2815,0.081272472
96005,107,0.183654677
96005,604,0.066847488
96005,486,0.107307809
96005,3459,0.362383749
96005,485,0.030609113
96005,299,0.016184129
96005,2796,0.016500775
96005,3031,0.070365777
96005,2335,0.047496899
96005,2684,0.020933819
96005,1036,0.021848574
96005,1556,0.057348108
96005,30,0.058403595
96005,80,0.039053006
96005,25,0.064384686
96005,514,0.021391196
96005,608,0.033775573
96005,44,0.05031153
96005,616,0.007247675
96005,3536,4.503409699
96005,106,0.036238375
96005,611,0.608663967
96005,603,0.045737755
96005,2070,0.005031153
96005,1001,0.024029913
96005,410,0.026000154
96005,981,0.017169249
96005,1012,0.226479288
96005,2084,0.015269374
96005,3037,0.112937071
96005,97,0.411639793
96005,3,0.017802541
96005,100,0.028392591
96005,596,0.023255889
96005,59,0.005418165
96005,37,0.036625387
96005,588,0.513670169
96005,977,0.046793241
96005,392,0.087605392
96005,2201,0.035886546
96005,2698,0.066495659
96005,2712,0.018752479
96005,3038,0.023924364
96005,1083,0.057348108
96005,2023,0.033283012
96005,3039,0.001009749
96005,996,0.04397861
96005,598,0.052070675
96005,3472,0.192450399
96005,3535,2.062104264
96005,1082,0.047848728
96005,610,0.066495659
96005,3534,1.305496252
96005,3533,0.268980217
96005,3040,0.058755423
96006,529,3.524624302
96006,3537,3.04421E-05
96006,5,0.000203582
96006,749,1.9502E-05
96006,16,9.98881E-06
96006,17,2.52099E-05
96006,25,0.001487382
96006,2372,0.0001446
96006,30,0.016238957
96006,2046,1.85507E-05
96006,454,1.75993E-05
96006,36,0.001725687
96006,44,0.001547315
96006,46,0.312149956
96006,51,0.000568887
96006,647,2.14046E-05
96006,61,0.00016981
96006,64,0.158689431
96006,94,0.001615334
96006,78,0.041745156
96006,108,0.036413032
96006,118,2.04533E-05
96006,122,0.000129855
96006,130,0.000210716
96006,136,0.007939204
96006,140,0.001381786
96006,152,0.000535115
96006,536,0.196829576
96006,2027,1.61724E-05
